mouse,432,630,1551103474510
mouse,444,617,1551103474567
mouse,446,594,1551103474634
taskstart,,,1551103482638
mouse,55,185,1551103482701
mouse,57,185,1551103482768
mouse,326,316,1551103482834
mouse,559,407,1551103483190
mouse,559,407,1551103483349
mouse,553,404,1551103486613
mouse,542,395,1551103486667
mouse,534,385,1551103486734
mouse,536,376,1551103486801
mouse,541,364,1551103486867
mouse,542,357,1551103486933
mouse,542,355,1551103487000
mouse,542,353,1551103487067
mouse,541,352,1551103487157
mouse,539,351,1551103487212
mouse,539,351,1551103487757
mouse,539,351,1551103487949
mouse,551,352,1551103488001
mouse,558,353,1551103488058
mouse,560,354,1551103488122
mouse,565,354,1551103488201
mouse,579,355,1551103488285
mouse,581,355,1551103488357
mouse,587,356,1551103488417
mouse,588,356,1551103488621
mouse,576,360,1551103488684
mouse,553,363,1551103488751
mouse,548,364,1551103488818
mouse,546,363,1551103489005
mouse,548,362,1551103489102
mouse,556,359,1551103489167
mouse,556,358,1551103489525
mouse,554,354,1551103489584
mouse,555,351,1551103489650
mouse,556,351,1551103489765
mouse,571,351,1551103489818
mouse,620,351,1551103489884
mouse,629,351,1551103490093
mouse,642,351,1551103490151
mouse,665,351,1551103490218
mouse,680,351,1551103490284
mouse,680,351,1551103491933
mouse,664,351,1551103491983
mouse,652,351,1551103492034
mouse,652,351,1551103492125
mouse,690,355,1551103492184
mouse,706,357,1551103492241
mouse,706,357,1551103492469
mouse,717,357,1551103492534
mouse,719,357,1551103492669
mouse,724,356,1551103492733
mouse,725,356,1551103492801
mouse,727,356,1551103492867
mouse,734,355,1551103492934
mouse,738,355,1551103493001
mouse,739,354,1551103493067
mouse,738,354,1551103493389
mouse,659,354,1551103493451
mouse,601,352,1551103493518
mouse,600,351,1551103493572
mouse,590,350,1551103493633
mouse,578,350,1551103493700
mouse,547,350,1551103493767
mouse,520,348,1551103493817
mouse,518,347,1551103493877
mouse,516,347,1551103493940
mouse,517,347,1551103494557
mouse,533,345,1551103494617
mouse,541,341,1551103494684
mouse,541,341,1551103495045
mouse,541,341,1551103495117
mouse,542,340,1551103495167
mouse,546,339,1551103495233
mouse,551,337,1551103495341
mouse,551,337,1551103495397
mouse,552,336,1551103495501
mouse,552,335,1551103495566
mouse,554,334,1551103496133
mouse,569,334,1551103496200
mouse,584,336,1551103496267
mouse,603,336,1551103496334
mouse,627,337,1551103496400
mouse,665,338,1551103496466
mouse,674,338,1551103496534
mouse,680,338,1551103496600
mouse,681,338,1551103496652
mouse,686,338,1551103496716
mouse,686,338,1551103497117
mouse,685,338,1551103497167
mouse,684,338,1551103497629
mouse,681,338,1551103498197
mouse,633,338,1551103498249
mouse,596,338,1551103498300
mouse,595,338,1551103498372
mouse,579,338,1551103498434
mouse,559,338,1551103498500
mouse,549,338,1551103498551
mouse,533,338,1551103498617
mouse,526,337,1551103498685
mouse,520,337,1551103498751
mouse,521,337,1551103498861
mouse,601,337,1551103498916
