taskstart,,,1551102116267
mouse,64,183,1551102116301
mouse,68,183,1551102116369
mouse,69,183,1551102116593
mouse,69,183,1551102117249
mouse,72,182,1551102117318
mouse,77,181,1551102117384
mouse,82,181,1551102117451
mouse,86,181,1551102117518
mouse,89,181,1551102117568
mouse,91,180,1551102117634
mouse,92,180,1551102117697
mouse,92,180,1551102118849
mouse,92,180,1551102119153
mouse,93,180,1551102119321
mouse,94,183,1551102119384
mouse,94,183,1551102127217
mouse,94,183,1551102127337
mouse,188,169,1551102127400
mouse,199,169,1551102127857
mouse,251,192,1551102127918
mouse,370,254,1551102127984
mouse,625,306,1551102128459
mouse,625,306,1551102128906
mouse,624,306,1551102129065
mouse,625,308,1551102129117
mouse,618,308,1551102129185
mouse,611,306,1551102129641
mouse,610,305,1551102129696
mouse,610,305,1551102129784
mouse,603,305,1551102129850
mouse,602,304,1551102129945
mouse,598,303,1551102130000
mouse,594,300,1551102130051
mouse,589,297,1551102130161
mouse,583,294,1551102130218
mouse,584,294,1551102130625
mouse,634,296,1551102130741
mouse,666,296,1551102130803
mouse,698,296,1551102130874
mouse,726,296,1551102130955
mouse,751,296,1551102131035
mouse,765,297,1551102131101
mouse,773,297,1551102131769
mouse,772,297,1551102131929
mouse,771,298,1551102131984
mouse,771,298,1551102132081
mouse,768,298,1551102132134
mouse,752,298,1551102132200
mouse,734,298,1551102132267
mouse,716,298,1551102132334
mouse,693,298,1551102132406
mouse,680,298,1551102132476
mouse,669,298,1551102132551
mouse,651,296,1551102132617
mouse,650,296,1551102132673
mouse,647,296,1551102132734
mouse,631,296,1551102132802
mouse,610,296,1551102132868
mouse,600,296,1551102132934
mouse,593,295,1551102133001
mouse,563,295,1551102133068
mouse,558,295,1551102133134
mouse,554,295,1551102133497
mouse,555,295,1551102133609
mouse,556,296,1551102133684
mouse,558,296,1551102133857
mouse,562,290,1551102133919
mouse,566,289,1551102133983
mouse,567,289,1551102134225
mouse,573,289,1551102134283
mouse,589,290,1551102134334
mouse,631,290,1551102134400
mouse,658,290,1551102134450
mouse,667,290,1551102134501
mouse,670,290,1551102134567
mouse,681,291,1551102134634
mouse,683,291,1551102134697
mouse,696,291,1551102134751
mouse,704,291,1551102134817
mouse,705,291,1551102134985
mouse,743,290,1551102135051
mouse,777,290,1551102135118
mouse,787,290,1551102135186
mouse,789,290,1551102135248
mouse,796,290,1551102135306
mouse,797,290,1551102135457
mouse,798,290,1551102135544
mouse,810,289,1551102135600
mouse,815,288,1551102135668
mouse,817,287,1551102136026
mouse,814,286,1551102136084
mouse,814,286,1551102136151
mouse,848,343,1551102136499
mouse,723,331,1551102136551
mouse,706,328,1551102136617
mouse,694,328,1551102136667
mouse,672,313,1551102136734
mouse,675,309,1551102136801
mouse,694,300,1551102136867
mouse,699,298,1551102137033
mouse,672,301,1551102137084
mouse,632,302,1551102137150
mouse,630,302,1551102137234
mouse,608,302,1551102137300
mouse,608,302,1551102137465
mouse,635,302,1551102137517
mouse,659,302,1551102137584
mouse,696,302,1551102137650
mouse,710,302,1551102137701
mouse,739,301,1551102137767
mouse,758,301,1551102137834
mouse,780,299,1551102137901
mouse,784,299,1551102137967
mouse,794,299,1551102138034
mouse,794,299,1551102138105
mouse,794,299,1551102138297
mouse,783,299,1551102138350
mouse,739,299,1551102138417
mouse,705,299,1551102138467
mouse,685,300,1551102138533
mouse,669,300,1551102138584
mouse,641,300,1551102138650
mouse,639,300,1551102138785
mouse,709,300,1551102138851
mouse,747,300,1551102138917
mouse,768,300,1551102138970
mouse,782,300,1551102139034
mouse,781,300,1551102139145
mouse,660,313,1551102139201
mouse,571,313,1551102139267
mouse,583,309,1551102139334
mouse,682,306,1551102139400
mouse,725,306,1551102139466
mouse,723,306,1551102139550
mouse,570,309,1551102139617
mouse,543,312,1551102139700
mouse,693,307,1551102139767
mouse,727,308,1551102139835
mouse,597,313,1551102139899
mouse,574,313,1551102139960
mouse,672,307,1551102140016
mouse,735,307,1551102140067
mouse,716,313,1551102140133
mouse,703,314,1551102140316
mouse,853,311,1551102140383
mouse,1013,292,1551102140567
mouse,991,314,1551102140634
mouse,1007,321,1551102140701
mouse,1022,324,1551102140913
mouse,1061,324,1551102140967
mouse,1118,324,1551102141034
mouse,1128,323,1551102141101
mouse,1177,325,1551102141167
mouse,1207,325,1551102141234
mouse,1231,325,1551102141300
mouse,1236,325,1551102141351
mouse,1251,325,1551102141418
mouse,1272,325,1551102141484
mouse,1273,325,1551102141625
mouse,1272,325,1551102141745
mouse,1247,326,1551102141800
mouse,1172,326,1551102141867
mouse,1126,327,1551102141934
mouse,1087,327,1551102142000
mouse,1043,327,1551102142067
mouse,1009,327,1551102142134
mouse,1000,327,1551102142200
mouse,998,327,1551102142361
mouse,1018,324,1551102142417
mouse,1050,322,1551102142467
mouse,1085,321,1551102142534
mouse,1124,320,1551102142600
mouse,1159,320,1551102142667
mouse,1203,320,1551102142734
mouse,1225,318,1551102142800
mouse,1252,313,1551102142867
mouse,1251,313,1551102143057
mouse,1199,321,1551102143117
mouse,1181,325,1551102143183
mouse,1180,325,1551102143248
mouse,1179,325,1551102143304
mouse,1127,332,1551102143367
mouse,1083,332,1551102143434
mouse,1083,332,1551102143721
mouse,1096,331,1551102143784
mouse,1109,330,1551102143851
mouse,1150,327,1551102143917
mouse,1185,327,1551102143983
mouse,1209,327,1551102144034
mouse,1224,327,1551102144100
mouse,1239,327,1551102144167
mouse,1247,327,1551102144217
mouse,1269,327,1551102144284
mouse,1277,327,1551102144351
mouse,1286,327,1551102144417
mouse,1292,327,1551102144484
mouse,1293,327,1551102144536
mouse,1298,327,1551102144600
mouse,1303,328,1551102145040
mouse,1300,329,1551102145101
mouse,1276,330,1551102145168
mouse,1251,330,1551102145234
mouse,1233,330,1551102145300
mouse,1211,331,1551102145351
mouse,1190,332,1551102145417
mouse,1172,333,1551102145483
mouse,1157,334,1551102145550
mouse,1140,334,1551102145617
mouse,1128,334,1551102145667
mouse,1105,334,1551102145733
mouse,1098,334,1551102145800
mouse,1094,334,1551102145851
mouse,1091,334,1551102145950
mouse,1091,334,1551102146017
mouse,1090,334,1551102146144
mouse,1090,334,1551102146561
mouse,1057,337,1551102146617
mouse,741,451,1551102146777
mouse,4,222,1551102147217
mouse,18,196,1551102147284
mouse,7,186,1551102147350
mouse,16,150,1551102147433
mouse,241,96,1551102147500
mouse,309,96,1551102147551
mouse,230,99,1551102147617
mouse,173,101,1551102147683
mouse,207,89,1551102147733
mouse,286,91,1551102147800
mouse,245,98,1551102147867
mouse,225,115,1551102147933
mouse,329,250,1551102148001
mouse,441,427,1551102148067
mouse,450,470,1551102148134
mouse,454,544,1551102148200
mouse,473,542,1551102148250
mouse,441,520,1551102148504
mouse,438,520,1551102148567
mouse,366,532,1551102148633
mouse,311,542,1551102148700
mouse,299,546,1551102148767
mouse,289,549,1551102148833
mouse,286,549,1551102149040
mouse,233,553,1551102149100
mouse,193,555,1551102149167
mouse,171,558,1551102149233
mouse,155,560,1551102149301
mouse,144,562,1551102149367
mouse,141,563,1551102149450
mouse,131,565,1551102149550
mouse,133,551,1551102149617
mouse,127,543,1551102149684
mouse,125,541,1551102149750
mouse,124,539,1551102149912
mouse,125,539,1551102150392
mouse,135,539,1551102150450
mouse,229,532,1551102150517
mouse,298,532,1551102150583
mouse,327,532,1551102150650
mouse,349,532,1551102150716
mouse,370,532,1551102150783
mouse,373,532,1551102151066
mouse,371,528,1551102151116
mouse,375,520,1551102151183
mouse,376,519,1551102151264
mouse,381,510,1551102151318
mouse,378,510,1551102151368
mouse,343,529,1551102151434
mouse,310,538,1551102151501
mouse,289,534,1551102151566
mouse,287,534,1551102151776
mouse,250,543,1551102151833
mouse,230,548,1551102151900
mouse,225,547,1551102151952
mouse,217,546,1551102153576
mouse,217,545,1551102153720
mouse,219,543,1551102153784
mouse,449,414,1551102153851
mouse,753,341,1551102154183
mouse,699,334,1551102154250
mouse,671,333,1551102154317
mouse,681,329,1551102154383
mouse,714,317,1551102154434
mouse,766,309,1551102154500
mouse,804,308,1551102154567
mouse,807,308,1551102154618
mouse,816,306,1551102154684
mouse,817,306,1551102154744
mouse,818,308,1551102154800
mouse,818,308,1551102154856
mouse,820,303,1551102154917
mouse,820,301,1551102154992
mouse,820,300,1551102155050
mouse,820,300,1551102155344
mouse,805,301,1551102155400
mouse,795,301,1551102155467
mouse,790,301,1551102155533
mouse,784,301,1551102155600
mouse,783,301,1551102155650
mouse,782,302,1551102155760
mouse,778,302,1551102155817
mouse,776,302,1551102155921
mouse,776,302,1551102155984
mouse,773,302,1551102156050
mouse,771,302,1551102156117
mouse,770,302,1551102156167
mouse,767,302,1551102156233
mouse,763,302,1551102156300
mouse,758,302,1551102156367
mouse,754,302,1551102156434
mouse,740,304,1551102156500
mouse,725,305,1551102156566
mouse,710,305,1551102156617
mouse,693,308,1551102156683
mouse,675,310,1551102156750
mouse,672,310,1551102156834
mouse,668,310,1551102156900
mouse,668,310,1551102157056
mouse,682,310,1551102157117
mouse,903,289,1551102157183
mouse,1032,277,1551102157401
mouse,1041,278,1551102157466
mouse,1043,278,1551102172840
mouse,1047,278,1551102172900
mouse,1051,278,1551102172983
mouse,1053,277,1551102173050
mouse,1055,277,1551102173119
mouse,1058,277,1551102173183
mouse,1059,277,1551102173233
mouse,1066,277,1551102173299
mouse,1072,277,1551102173366
mouse,1080,277,1551102173433
mouse,1083,277,1551102173486
mouse,1091,277,1551102173550
mouse,1095,277,1551102173617
mouse,1102,278,1551102173682
mouse,1112,278,1551102173750
mouse,1121,278,1551102173816
mouse,1126,278,1551102173883
mouse,1134,278,1551102173950
mouse,1139,278,1551102174976
mouse,1138,279,1551102175034
mouse,1136,279,1551102175099
mouse,1134,279,1551102175150
mouse,1131,279,1551102175216
mouse,1129,279,1551102175267
mouse,1123,279,1551102175333
mouse,1118,278,1551102175400
mouse,1109,275,1551102175466
mouse,1101,273,1551102175516
mouse,1089,271,1551102175583
mouse,1078,270,1551102175649
mouse,1063,269,1551102175716
mouse,1055,269,1551102175766
mouse,1044,268,1551102175832
mouse,1038,268,1551102175900
mouse,1035,268,1551102175966
mouse,1034,268,1551102176128
mouse,1032,268,1551102176183
mouse,1029,268,1551102176249
mouse,1024,267,1551102176300
mouse,1020,267,1551102176401
mouse,1021,266,1551102176744
mouse,1036,266,1551102176799
mouse,1072,266,1551102176849
mouse,1142,266,1551102176900
mouse,1159,266,1551102176966
mouse,1175,263,1551102177034
mouse,1184,262,1551102177100
mouse,1188,260,1551102177167
mouse,1185,260,1551102177272
mouse,1083,257,1551102177333
mouse,945,245,1551102177399
mouse,925,241,1551102177467
mouse,925,241,1551102177583
mouse,970,240,1551102177650
mouse,1015,240,1551102177717
mouse,1030,240,1551102177783
mouse,1071,240,1551102177849
mouse,1093,240,1551102177899
mouse,1117,242,1551102177966
mouse,1125,243,1551102178032
mouse,1143,243,1551102178099
mouse,1156,245,1551102178166
mouse,1156,245,1551102178688
mouse,1147,245,1551102178749
mouse,1081,245,1551102178816
mouse,1031,245,1551102178882
mouse,1017,245,1551102178933
mouse,994,245,1551102179000
mouse,992,245,1551102179067
mouse,989,245,1551102179256
mouse,997,244,1551102179316
mouse,1023,247,1551102179382
mouse,1037,258,1551102179450
mouse,1047,268,1551102179516
mouse,1051,274,1551102179583
mouse,1052,278,1551102179649
mouse,1052,279,1551102180040
mouse,1059,279,1551102180099
mouse,1098,284,1551102180149
mouse,1139,289,1551102180216
mouse,1145,289,1551102180282
mouse,1160,289,1551102180349
mouse,1165,289,1551102180400
mouse,1182,289,1551102180466
mouse,1183,289,1551102180532
mouse,1188,289,1551102180600
mouse,1189,289,1551102180887
mouse,1190,289,1551102180949
mouse,1191,289,1551102181000
mouse,1191,289,1551102182272
mouse,1191,289,1551102182327
mouse,1190,289,1551102182400
mouse,1188,289,1551102182467
mouse,1184,289,1551102182533
mouse,1172,289,1551102182599
mouse,1162,289,1551102182665
mouse,1144,289,1551102182732
mouse,1133,289,1551102182782
mouse,1113,290,1551102182866
mouse,1095,290,1551102182933
mouse,1081,290,1551102182999
mouse,1060,290,1551102183050
mouse,1048,290,1551102183116
mouse,1032,291,1551102183184
mouse,1018,291,1551102183249
mouse,1014,291,1551102183300
mouse,1014,291,1551102185319
mouse,1031,288,1551102185382
mouse,1069,288,1551102185433
mouse,1108,288,1551102185500
mouse,1124,288,1551102185566
mouse,1145,288,1551102185633
mouse,1153,288,1551102185699
mouse,1167,288,1551102185767
mouse,1167,288,1551102185944
mouse,1164,289,1551102185999
mouse,1162,289,1551102186127
mouse,1157,290,1551102186182
mouse,1136,291,1551102186249
mouse,1076,291,1551102186316
mouse,984,291,1551102186382
mouse,964,291,1551102186433
mouse,961,291,1551102186498
mouse,957,291,1551102186549
mouse,939,291,1551102186616
mouse,898,326,1551102186667
mouse,366,755,1551102187013
mouse,363,756,1551102187127
mouse,154,965,1551102187182
mouse,0,967,1551102187233
mouse,0,967,1551102187299
