,,taskstart,,,1551103532789,
,,mouseover,,,1551103533282,Release_Date
,,mouseout,,,1551103533607,Release_Date
,,mouseover,,,1551103533607,Release_Date
,,mouseout,,,1551103533609,Release_Date
,,mouseover,,,1551103533609,Running_Time_min
,,mouseout,,,1551103533866,Running_Time_min
,,mouseover,,,1551103533882,Production_Budget
,,mouseout,,,1551103533975,Production_Budget
,,mouseover,,,1551103533975,Production_Budget
,,mouseout,,,1551103534015,Production_Budget
,,mouseover,,,1551103534015,Production_Budget
,,mouseout,,,1551103534049,Production_Budget
,,mouseover,,,1551103534065,Rotten_Tomatoes_Rating
,,mouseout,,,1551103534136,Rotten_Tomatoes_Rating
,,mouseover,,,1551103534136,Rotten_Tomatoes_Rating
,,mouseout,,,1551103534549,Rotten_Tomatoes_Rating
,,mouseover,,,1551103534549,Rotten_Tomatoes_Rating
,,mouseout,,,1551103534698,Rotten_Tomatoes_Rating
,,mouseover,,,1551103534698,Rotten_Tomatoes_Rating
,,down,,,1551103537456,
,,brushStart,,,1551103537456,Rotten_Tomatoes_Rating
50,50,brush,,,1551103537604,Rotten_Tomatoes_Rating
50.285714285714285,50,brush,,,1551103537635,Rotten_Tomatoes_Rating
54,50,brush,176,175,1551103537669,Rotten_Tomatoes_Rating
58.857142857142854,50,brush,189,175,1551103537693,Rotten_Tomatoes_Rating
62,50,brush,205.99999999999997,175,1551103537715,Rotten_Tomatoes_Rating
64,50,brush,217,175,1551103537736,Rotten_Tomatoes_Rating
68.28571428571428,50,brush,224,175,1551103537757,Rotten_Tomatoes_Rating
73.42857142857143,50,brush,239,175,1551103537777,Rotten_Tomatoes_Rating
77.14285714285714,50,brush,257,175,1551103537796,Rotten_Tomatoes_Rating
81.42857142857143,50,brush,270,175,1551103537820,Rotten_Tomatoes_Rating
85.14285714285714,50,brush,285,175,1551103537837,Rotten_Tomatoes_Rating
87.71428571428571,50,brush,298,175,1551103537853,Rotten_Tomatoes_Rating
88.85714285714285,50,brush,307,175,1551103537869,Rotten_Tomatoes_Rating
91.42857142857142,50,brush,310.99999999999994,175,1551103537887,Rotten_Tomatoes_Rating
94.57142857142857,50,brush,319.99999999999994,175,1551103537903,Rotten_Tomatoes_Rating
96.57142857142857,50,brush,331,175,1551103537919,Rotten_Tomatoes_Rating
98.28571428571428,50,brush,338,175,1551103537938,Rotten_Tomatoes_Rating
,,mouseout,,,1551103537953,Rotten_Tomatoes_Rating
,,mouseover,,,1551103537953,Rotten_Tomatoes_Rating
100,50,brush,343.99999999999994,175,1551103537953,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103537968,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103537983,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103537999,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538016,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538032,Rotten_Tomatoes_Rating
,,mouseout,,,1551103538048,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538048,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538065,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538082,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538100,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538139,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538148,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538166,Rotten_Tomatoes_Rating
100,50,brush,350,175,1551103538182,Rotten_Tomatoes_Rating
100,50,brushEnd,350,175,1551103538323,Rotten_Tomatoes_Rating
,,mouseover,,,1551103538482,Production_Budget
,,mouseout,,,1551103538603,Production_Budget
,,mouseover,,,1551103538603,IMDB_Rating
,,mouseout,,,1551103539116,IMDB_Rating
,,mouseover,,,1551103539116,IMDB_Rating
,,down,,,1551103541774,
,,brushStart,,,1551103541774,IMDB_Rating
5.057142857142857,5.057142857142857,brush,,,1551103541923,IMDB_Rating
,,mouseout,,,1551103541938,IMDB_Rating
,,mouseover,,,1551103541938,IMDB_Rating
5.057142857142857,5.057142857142857,brush,,,1551103541938,IMDB_Rating
5.085714285714285,5.057142857142857,brush,,,1551103541949,IMDB_Rating
5.142857142857142,5.057142857142857,brush,178,176.99999999999997,1551103541966,IMDB_Rating
5.2,5.057142857142857,brush,179.99999999999997,176.99999999999997,1551103541984,IMDB_Rating
5.228571428571429,5.057142857142857,brush,182,176.99999999999997,1551103542001,IMDB_Rating
5.257142857142857,5.057142857142857,brush,183.00000000000003,176.99999999999997,1551103542033,IMDB_Rating
5.285714285714286,5.057142857142857,brush,184,176.99999999999997,1551103542066,IMDB_Rating
5.285714285714286,5.057142857142857,brush,185,176.99999999999997,1551103542082,IMDB_Rating
5.314285714285714,5.057142857142857,brush,185,176.99999999999997,1551103542100,IMDB_Rating
5.314285714285714,5.057142857142857,brush,185.99999999999997,176.99999999999997,1551103542115,IMDB_Rating
5.3428571428571425,5.057142857142857,brush,185.99999999999997,176.99999999999997,1551103542131,IMDB_Rating
5.3428571428571425,5.057142857142857,brush,187,176.99999999999997,1551103542148,IMDB_Rating
5.371428571428571,5.057142857142857,brush,187,176.99999999999997,1551103542165,IMDB_Rating
5.428571428571429,5.057142857142857,brush,188,176.99999999999997,1551103542182,IMDB_Rating
5.457142857142857,5.057142857142857,brush,190.00000000000003,176.99999999999997,1551103542198,IMDB_Rating
5.514285714285714,5.057142857142857,brush,191,176.99999999999997,1551103542215,IMDB_Rating
5.542857142857143,5.057142857142857,brush,192.99999999999997,176.99999999999997,1551103542232,IMDB_Rating
5.542857142857143,5.057142857142857,brush,194,176.99999999999997,1551103542595,IMDB_Rating
5.571428571428571,5.057142857142857,brush,194,176.99999999999997,1551103542604,IMDB_Rating
5.6,5.057142857142857,brush,195,176.99999999999997,1551103542618,IMDB_Rating
,,mouseout,,,1551103542632,IMDB_Rating
,,mouseover,,,1551103542632,IMDB_Rating
5.628571428571428,5.057142857142857,brush,195.99999999999997,176.99999999999997,1551103542633,IMDB_Rating
,,mouseout,,,1551103542649,IMDB_Rating
,,mouseover,,,1551103542649,IMDB_Rating
5.714285714285714,5.057142857142857,brush,197,176.99999999999997,1551103542650,IMDB_Rating
5.885714285714285,5.057142857142857,brush,200,176.99999999999997,1551103542666,IMDB_Rating
6.142857142857142,5.057142857142857,brush,205.99999999999997,176.99999999999997,1551103542683,IMDB_Rating
6.457142857142857,5.057142857142857,brush,214.99999999999997,176.99999999999997,1551103542699,IMDB_Rating
6.942857142857143,5.057142857142857,brush,226,176.99999999999997,1551103542717,IMDB_Rating
7.428571428571428,5.057142857142857,brush,243,176.99999999999997,1551103542732,IMDB_Rating
7.857142857142857,5.057142857142857,brush,259.99999999999994,176.99999999999997,1551103542749,IMDB_Rating
8.428571428571429,5.057142857142857,brush,275,176.99999999999997,1551103542766,IMDB_Rating
8.914285714285715,5.057142857142857,brush,295,176.99999999999997,1551103542782,IMDB_Rating
9.257142857142856,5.057142857142857,brush,312,176.99999999999997,1551103542798,IMDB_Rating
9.457142857142857,5.057142857142857,brush,323.99999999999994,176.99999999999997,1551103542816,IMDB_Rating
9.6,5.057142857142857,brush,331,176.99999999999997,1551103542836,IMDB_Rating
,,mouseout,,,1551103542853,IMDB_Rating
,,mouseover,,,1551103542853,IMDB_Rating
9.742857142857142,5.057142857142857,brush,336,176.99999999999997,1551103542853,IMDB_Rating
9.799999999999999,5.057142857142857,brush,340.99999999999994,176.99999999999997,1551103542868,IMDB_Rating
,,mouseout,,,1551103542882,IMDB_Rating
,,mouseover,,,1551103542882,IMDB_Rating
9.914285714285715,5.057142857142857,brush,342.99999999999994,176.99999999999997,1551103542882,IMDB_Rating
10,5.057142857142857,brush,347,176.99999999999997,1551103542898,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103542917,IMDB_Rating
,,mouseout,,,1551103542933,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103542933,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103542949,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103542966,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103542983,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103542998,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103543016,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103543033,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103543049,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103543066,IMDB_Rating
10,5.057142857142857,brush,350,176.99999999999997,1551103543083,IMDB_Rating
10,5.057142857142857,brushEnd,350,176.99999999999997,1551103543427,IMDB_Rating
,,mouseover,,,1551103547215,IMDB_Rating
,,mouseout,,,1551103547231,IMDB_Rating
,,mouseover,,,1551103547231,IMDB_Rating
,,mouseout,,,1551103547832,IMDB_Rating
,,mouseover,,,1551103547832,IMDB_Rating
,,mouseout,,,1551103548435,IMDB_Rating
,,mouseover,,,1551103548435,IMDB_Rating
10,4.9714285714285715,brush,350,176.99999999999997,1551103548435,IMDB_Rating
,,mouseout,,,1551103548465,IMDB_Rating
,,mouseover,,,1551103548465,IMDB_Rating
10,4.942857142857143,brush,350,174,1551103548465,IMDB_Rating
10,4.942857142857143,brush,350,173.00000000000003,1551103548539,IMDB_Rating
10,4.942857142857143,brush,350,173.00000000000003,1551103548563,IMDB_Rating
10,4.914285714285714,brush,350,173.00000000000003,1551103549147,IMDB_Rating
10,4.914285714285714,brush,350,171.99999999999997,1551103550107,IMDB_Rating
10,4.914285714285714,brush,350,171.99999999999997,1551103550114,IMDB_Rating
10,4.942857142857143,brush,350,171.99999999999997,1551103550347,IMDB_Rating
10,4.942857142857143,brush,350,173.00000000000003,1551103550362,IMDB_Rating
10,4.942857142857143,brush,350,173.00000000000003,1551103550383,IMDB_Rating
,,mouseout,,,1551103565413,IMDB_Rating
,,mouseover,,,1551103565413,IMDB_Rating
,,mouseout,,,1551103565431,IMDB_Rating
,,mouseover,,,1551103565431,IMDB_Rating
,,mouseout,,,1551103565481,IMDB_Rating
,,mouseover,,,1551103565497,Running_Time_min
,,mouseout,,,1551103565551,Running_Time_min
,,mouseover,,,1551103565551,Running_Time_min
,,mouseout,,,1551103565552,Running_Time_min
,,mouseover,,,1551103565552,Running_Time_min
,,mouseout,,,1551103565581,Running_Time_min
,,mouseover,,,1551103565614,US_Gross
,,mouseout,,,1551103565662,US_Gross
,,mouseover,,,1551103565662,US_Gross
