taskstart,,,1551104008773
mouse,51,215,1551104009251
mouse,211,263,1551104009317
mouse,1420,556,1551104009701
mouse,1416,554,1551104009767
mouse,1412,554,1551104009834
mouse,1411,553,1551104009891
mouse,1410,553,1551104011187
mouse,713,560,1551104011532
mouse,647,532,1551104011715
mouse,614,519,1551104011767
mouse,571,516,1551104011834
mouse,538,512,1551104011900
mouse,528,510,1551104011967
mouse,528,510,1551104012018
mouse,531,505,1551104012084
mouse,535,503,1551104012150
mouse,535,502,1551104012201
mouse,536,502,1551104012507
mouse,536,502,1551104012603
mouse,537,501,1551104012683
mouse,538,500,1551104012766
mouse,539,499,1551104013259
mouse,538,499,1551104013491
mouse,539,499,1551104017683
mouse,543,500,1551104017867
mouse,544,500,1551104017950
mouse,545,500,1551104018099
mouse,546,500,1551104018150
mouse,548,500,1551104018217
mouse,549,501,1551104018300
mouse,551,500,1551104018384
mouse,552,500,1551104018468
mouse,554,500,1551104018551
mouse,554,500,1551104018603
mouse,555,500,1551104018668
mouse,556,500,1551104018746
mouse,557,500,1551104018843
mouse,557,500,1551104018906
mouse,558,501,1551104018967
mouse,559,501,1551104019091
mouse,560,501,1551104019151
mouse,561,501,1551104019203
mouse,562,501,1551104019259
mouse,562,501,1551104019316
mouse,563,501,1551104019366
mouse,565,501,1551104019417
mouse,567,501,1551104019483
mouse,570,501,1551104019550
mouse,571,501,1551104019617
mouse,573,501,1551104019684
mouse,575,501,1551104019750
mouse,576,501,1551104019834
mouse,577,501,1551104019901
mouse,578,501,1551104020019
mouse,579,501,1551104020082
mouse,581,501,1551104020150
mouse,582,501,1551104020217
mouse,582,501,1551104020283
mouse,583,501,1551104020483
mouse,584,501,1551104020611
mouse,584,501,1551104021827
mouse,586,501,1551104021901
mouse,586,501,1551104022403
mouse,586,501,1551104022467
mouse,585,501,1551104022523
mouse,585,501,1551104022651
mouse,584,501,1551104022707
mouse,584,501,1551104023283
mouse,586,501,1551104023367
mouse,583,517,1551104023433
mouse,569,530,1551104023500
mouse,569,530,1551104023843
mouse,571,529,1551104023898
mouse,570,529,1551104024051
mouse,570,529,1551104024131
mouse,569,528,1551104024235
mouse,569,527,1551104024387
mouse,569,527,1551104024515
mouse,569,524,1551104024583
mouse,569,523,1551104024723
mouse,569,517,1551104024783
mouse,568,516,1551104024866
mouse,568,515,1551104025163
mouse,567,515,1551104025217
mouse,567,515,1551104025347
mouse,566,514,1551104025547
mouse,569,509,1551104025600
mouse,570,503,1551104025666
mouse,570,497,1551104025733
mouse,569,494,1551104025835
mouse,567,494,1551104025899
mouse,563,493,1551104025949
mouse,554,491,1551104026017
mouse,546,489,1551104026082
mouse,547,501,1551104026150
mouse,551,514,1551104026216
mouse,552,516,1551104026371
mouse,558,521,1551104026434
mouse,560,523,1551104027187
mouse,565,523,1551104027250
mouse,570,524,1551104027316
mouse,572,524,1551104027384
mouse,573,524,1551104027442
mouse,574,524,1551104027683
mouse,578,524,1551104027750
mouse,580,525,1551104027817
mouse,583,525,1551104027883
mouse,585,525,1551104027934
mouse,586,525,1551104028074
mouse,587,525,1551104028451
mouse,591,526,1551104028518
mouse,594,526,1551104028583
mouse,597,527,1551104028649
mouse,601,527,1551104028717
mouse,604,527,1551104028782
mouse,607,528,1551104028834
mouse,610,528,1551104028899
mouse,613,529,1551104028966
mouse,617,529,1551104029033
mouse,619,529,1551104029100
mouse,621,530,1551104029166
mouse,622,530,1551104029233
mouse,624,530,1551104029284
mouse,624,530,1551104029363
mouse,624,530,1551104032522
mouse,625,530,1551104033722
mouse,628,531,1551104033783
mouse,633,531,1551104033849
mouse,635,531,1551104033917
mouse,637,532,1551104033982
mouse,641,532,1551104034049
mouse,645,533,1551104034116
mouse,647,534,1551104034167
mouse,648,534,1551104034234
